LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
344,3352,105079,Primary,15,14,4,12.4,9.9,3.1,26.0,"£40,028"
344,3360,105080,Primary,14,9,3,12.1,5.4,1.7,20.8,"£39,777"
344,3361,105081,Primary,19,19,2,17.6,14.1,2,24.5,"£36,614"
344,3362,105082,Primary,8,7,2,8,5.7,1.2,25.8,"£42,023"
344,3363,136124,Primary,14,16,3,12.1,12.7,2.7,15.7,"£36,443"
344,3364,140458,Primary,32,27,8,24.5,12.6,4.4,17.1,"£39,470"
344,3365,105084,Primary,13,10,3,12.2,7.2,1.8,23.5,"£37,379"
344,3366,105085,Primary,8,19,3,7.8,15.6,2.4,26.5,"£33,799"
344,3367,105086,Primary,24,24,10,21.9,21.5,7.7,20.8,"£34,939"
344,3368,105087,Primary,9,9,2,9,6.8,1.9,15.8,"£38,741"
344,3369,105088,Primary,11,11,3,9.8,9.2,3,22.5,"£38,829"
344,3371,105090,Primary,16,15,4,15.2,11.2,2.8,14.1,"£37,613"
344,3372,105091,Primary,11,14,5,10.4,11,2.7,20.6,"£35,474"
344,3374,103598,Primary,21,12,8,17.5,8.2,5.5,23.3,"£39,644"
344,3375,136056,Primary,11,12,5,9,6.8,3.6,17.9,"£37,582"
344,3376,135497,Primary,11,25,10,9,12.5,3.7,25.9,"£40,297"
344,4001,143554,Secondary,77,16,19,75.1,15.4,17.2,16.1,"£43,236"
344,4010,137130,Secondary,50,12,23,47.2,10.8,19.3,16.5,"£40,161"
344,4012,138853,Secondary,110,60,43,100.5,46.6,37.2,14.1,"£39,493"
344,4018,105097,Secondary,63,14,16,59,12.8,12.9,12.4,"£37,720"
344,4052,137171,Secondary,78,5,20,70.5,3.7,19.7,16.9,"£41,499"
344,4056,137243,Secondary,79,3,16,69.6,2.2,14.8,17.0,"£41,432"
344,4058,105101,Secondary,51,8,21,44.4,6.9,17.1,15.6,"£41,420"
344,4060,138355,Secondary,81,37,25,77,29.4,23.4,14.4,"£40,090"
344,4066,105103,Secondary,78,19,29,76.3,18.2,25.2,14.1,"£39,610"
344,4067,136895,Secondary,53,18,21,53,16.6,20.6,15.0,"£37,354"
344,4069,137815,Secondary,119,15,45,112.5,14.3,42.6,14.0,"£37,689"
344,4070,105106,Secondary,74,16,30,69.1,15.4,29,15.3,"£39,425"
344,4071,105107,Secondary,59,9,28,55.2,6.3,23.5,15.5,"£41,222"
344,4605,139031,Secondary,146,22,29,143.9,20.6,28.4,10.8,"£30,573"
344,4798,136411,Secondary,43,16,21,39.4,11.1,18.2,15.4,"£36,922"
344,5400,139144,Secondary,90,10,32,85.8,7.9,28.6,17.0,"£39,780"
344,5401,137476,Secondary,60,7,27,56.9,6.1,23.8,18.7,"£41,691"
344,5900,136780,Secondary,53,7,17,52.2,7,16.5,17.6,"£41,694"
344,5901,137929,Secondary,68,6,19,58.7,3.7,16,16.6,"£40,351"
344,6905,135877,All through,71,14,20,62.7,11.3,18.7,18.0,"£36,660"
350,2000,105148,Primary,23,15,4,20.6,12.5,3.5,21.6,"£39,366"
350,2001,138399,Primary,20,17,10,19.2,14.1,5.2,22.0,"£36,099"
350,2002,139776,Primary,20,22,7,20,17.8,6.1,20.9,"£29,235"
350,2003,140973,Primary,14,13,2,14,12.6,2,24.1,"£35,870"
350,2004,105149,Primary,11,21,4,9.8,14.1,3.5,25.3,"£38,806"
350,2005,105150,Primary,12,19,2,11.4,14.3,1.9,19.1,"£40,126"
350,2007,142030,Primary,8,3,5,8,2.6,3.3,14.5,"£33,300"
350,2008,105152,Primary,20,25,4,18.6,18.4,2.6,23.3,"£38,519"
350,2009,142898,Primary,10,11,2,10,9,2,24.0,"£36,366"
350,2010,105153,Primary,22,23,4,21.2,16.9,3.6,21.2,"£38,552"
350,2013,105154,Primary,23,19,4,21.6,15.8,3.9,19.4,"£36,534"
350,2014,105155,Primary,17,25,5,16.4,17,4.6,22.8,"£40,864"
350,2015,145854,Primary,11,21,4,9,19,3.2,44.8,"£39,769"
350,2016,105156,Primary,22,26,15,18.8,17,10.4,23.8,"£39,056"
350,2017,105157,Primary,13,15,2,13,12.6,1.9,18.2,"£39,272"
350,2018,136395,Primary,19,29,15,17.6,24.5,9.1,27.6,"£37,962"
350,2019,105159,Primary,16,15,3,14.1,11.3,1.8,22.5,"£42,750"
350,2020,105160,Primary,18,13,2,18,9.1,2,24.7,"£38,495"
350,2021,146535,Primary,NA,NA,NA,NA,NA,NA,NA,NA
350,2022,105161,Primary,19,30,9,18.6,24.6,7,24.8,"£35,374"
350,2024,105162,Primary,12,12,3,10.5,7.6,2.5,21.1,"£39,845"
350,2025,105163,Primary,26,36,10,24.7,26,8.8,20.1,"£34,625"
350,2035,105168,Primary,15,16,3,13.8,12.7,3,22.7,"£36,548"
350,2036,105169,Primary,17,21,4,16,16.6,3.4,23.1,"£38,821"
350,2038,105171,Primary,15,19,16,14.2,16.4,12.6,24.3,"£38,552"
350,2039,105172,Primary,12,13,7,11.7,10.5,3.3,20.9,"£40,446"
350,2040,105173,Primary,10,13,2,8.9,7.5,1.5,24.7,"£38,782"
350,2041,105174,Primary,10,10,3,9.6,4.8,2,21.6,"£38,255"
350,2042,105175,Primary,9,16,3,8.8,9.6,2.7,26.9,"£43,680"
350,2043,105176,Primary,11,10,6,9.1,6.8,3.6,24.0,"£38,261"
350,2050,138011,Primary,11,19,5,8.4,10.4,3.1,24.6,"£39,828"
350,2051,105178,Primary,15,15,3,14,12.8,3,21.5,"£39,513"
350,2056,105182,Primary,18,22,4,17.2,18.8,3,24.4,"£39,962"
350,2060,141915,Primary,12,13,4,11.7,10.1,3.5,22.1,"£31,511"
350,2061,105186,Primary,11,14,4,9.6,11,2.3,22.8,"£37,812"
350,2062,105187,Primary,19,26,5,17.4,20.7,3.1,23.1,"£37,175"
350,2064,138152,Primary,11,9,6,10,5.8,2.8,23.8,"£36,896"
350,2065,105189,Primary,15,13,3,15,8.9,2.9,22.1,"£35,664"
350,2066,105190,Primary,16,30,16,14.3,13.5,10,29.4,"£39,237"
350,2067,105191,Primary,12,17,9,11.5,7.1,5.7,23.0,"£39,582"
350,2068,105192,Primary,10,8,4,9,5.6,2.9,24.3,"£39,815"
350,2071,143031,Primary,13,15,4,12.7,12.7,3.6,22.5,"£33,651"
350,2072,137991,Primary,13,26,3,11.6,14.2,2.3,19.7,"£36,603"
350,2073,105195,Primary,10,16,4,9,10.9,3.2,27.4,"£36,535"
350,2075,105196,Primary,10,12,5,9.6,7.9,2.4,24.3,"£35,678"
350,2078,105198,Primary,10,13,3,10,11.3,2.7,22.5,"£40,564"
350,2079,105199,Primary,10,13,1,9,11.1,1,20.2,"£39,356"
350,2081,143030,Primary,23,31,10,21.4,25.9,7.5,23.0,"£35,983"
350,2083,105202,Primary,12,15,4,11.1,11.6,3.1,21.9,"£41,718"
350,2084,133925,Primary,13,22,3,11.2,16.7,3,20.9,"£37,584"
350,2085,133926,Primary,18,14,4,16.9,8.9,3.9,19.2,"£36,894"
350,2086,144045,Primary,10,18,3,9.8,10.4,2.8,23.8,"£36,509"
350,3000,105203,Primary,19,25,6,19,21.8,6,23.7,"£42,285"
350,3007,105205,Primary,24,25,10,20.7,21.8,5.4,21.1,"£36,504"
350,3009,138851,Primary,10,17,3,9.9,11.2,1.8,25.1,"£38,297"
350,3016,142944,Primary,15,25,10,14.8,16,3.8,22.0,"£37,725"
350,3021,105209,Primary,17,16,11,16.4,10.4,5.8,23.8,"£38,737"
350,3023,105211,Primary,15,16,9,12.2,11.5,4.8,20.7,"£39,460"
350,3025,138957,Primary,22,31,6,20.6,22.6,5.6,21.6,"£41,045"
350,3302,105214,Primary,23,35,4,19.6,21.5,3.7,23.8,"£37,140"
350,3304,142923,Primary,21,28,18,20.2,21.6,6.3,22.6,"£39,674"
350,3306,105217,Primary,12,13,7,8.7,6.9,3.4,23.8,"£38,359"
350,3314,105218,Primary,14,24,8,13,19.8,3.8,26.7,"£39,948"
350,3315,105219,Primary,11,10,4,9,7,2.7,22.5,"£36,047"
350,3316,105220,Primary,12,13,3,9.4,11.3,2.9,24.4,"£40,225"
350,3317,105221,Primary,17,16,4,16,11.4,3.3,25.9,"£40,608"
350,3319,105222,Primary,12,17,2,10.9,10.7,1.9,21.2,"£39,177"
350,3320,105223,Primary,13,13,3,11,7.7,1.9,20.3,"£38,303"
350,3328,105225,Primary,11,13,3,9.7,10.4,2.8,23.3,"£40,816"
350,3331,105226,Primary,11,16,2,10,13.2,1.9,23.1,"£37,505"
350,3335,145751,Primary,11,9,3,8.8,3.8,1.9,24.4,"£40,577"
350,3336,105229,Primary,11,13,2,10.6,9.9,1.8,21.5,"£39,082"
350,3337,105230,Primary,8,11,2,7.9,8.5,1.7,26.2,"£39,020"
350,3340,146141,Primary,9,8,10,8.1,6,3,26.4,"£37,001"
350,3341,105232,Primary,20,11,4,18.8,7.4,3.5,18.5,"£37,427"
350,3344,105233,Primary,18,18,4,16.3,10,3.6,24.2,"£42,419"
350,3345,105234,Primary,12,15,3,11.2,8.2,2.1,22.3,"£41,769"
350,3348,105236,Primary,10,11,4,9.6,5.5,2.4,22.3,"£38,835"
350,3349,105237,Primary,9,9,2,8.6,6.1,1.8,24.7,"£38,720"
350,3351,105238,Primary,13,13,5,10.8,10.5,3.7,22.0,"£38,840"
350,3352,105239,Primary,22,35,6,20.7,23.2,5.5,20.4,"£37,405"
350,3354,105240,Primary,9,8,2,8,7,2,26.3,"£39,096"
350,3355,105241,Primary,10,15,3,9.6,9.8,2.5,20.3,"£36,514"
350,3356,105242,Primary,9,13,3,9,8.2,2.2,23.9,"£41,753"
350,3359,105243,Primary,21,16,8,18.4,11.9,4.7,22.3,"£38,281"
350,3360,105244,Primary,9,12,2,8.4,10.4,1.7,23.1,"£41,601"
350,3362,105245,Primary,12,11,3,10.5,8.5,2.6,21.6,"£40,526"
350,3363,105246,Primary,9,9,6,7.6,4.7,3.9,27.6,"£37,763"
350,3364,105247,Primary,9,20,2,8.5,9.2,1.6,17.9,"£36,566"
350,3365,105248,Primary,9,16,8,8.4,8.5,3.3,25.0,"£43,051"
350,3366,105249,Primary,9,13,3,8.8,7.9,2.8,23.4,"£37,987"
350,3367,105250,Primary,10,12,10,8.9,7.8,5.4,24.7,"£39,781"
350,3368,136889,Primary,34,33,15,33.3,26,12.1,18.4,"£35,064"
350,3369,131038,Primary,13,16,10,13,10.8,3.7,23.2,"£40,487"
350,3370,133980,Primary,23,40,6,21.2,26.2,4.9,23.4,"£40,608"
350,3371,134237,Primary,18,17,4,16.2,12.5,3.1,22.9,"£38,459"
350,3373,131271,Primary,21,27,5,18.9,22.8,4.2,22.0,"£37,146"
350,4000,140959,Secondary,40,16,12,38.2,14.7,9.6,15.1,"£34,131"
350,4002,141941,Secondary,NA,NA,NA,NA,NA,NA,0.0,SUPP
350,4003,145314,All through,66,40,44,64.1,34.8,38.2,17.7,"£36,740"
350,4031,105252,Secondary,63,16,26,60.8,13.1,23.3,17.9,"£41,762"
350,4034,105253,Secondary,112,33,41,103.7,23.2,34.3,14.8,"£40,979"
350,4044,142296,Secondary,61,22,23,59.4,16.5,20.2,16.5,"£40,449"
350,4046,143772,Secondary,81,19,34,78.6,14.6,31.4,16.8,"£42,853"
350,4048,142232,Secondary,62,18,25,59.2,14,21.2,15.9,"£36,940"
350,4049,140500,Secondary,54,19,33,52.7,16.8,28.3,16.6,"£41,223"
350,4501,143773,Secondary,112,30,31,106.4,24.6,29.3,15.8,"£39,339"
350,4609,105262,Secondary,57,14,24,53.7,10.5,21.1,16.3,"£41,013"
350,4611,105263,Secondary,63,20,19,62.6,15,19,14.4,"£41,514"
350,4612,105264,Secondary,103,19,20,97.1,17.3,19.2,15.4,"£41,348"
350,4805,134646,Secondary,62,16,27,60.3,12.7,24.9,15.5,"£42,216"
350,4806,142340,Secondary,43,5,10,42.1,4.5,9,14.3,"£37,531"
350,5400,144046,Secondary,77,26,26,71.3,19.5,21.4,14.9,"£39,782"
350,5401,144044,Secondary,121,30,45,108.1,21.4,36.9,15.7,"£39,842"
350,6905,135770,Secondary,60,9,36,60,9,36,16.2,"£34,896"
350,6907,136135,Secondary,31,12,8,29.6,11.8,7.5,20.1,"£35,158"
351,2001,139999,Primary,16,16,4,16,13.5,4,19.7,"£39,918"
351,2002,141167,Primary,17,19,2,16.4,11.1,1.8,19.0,"£36,458"
351,2003,141673,Primary,NA,NA,NA,NA,NA,NA,0.0,SUPP
351,2006,105287,Primary,13,17,3,12.1,10.4,2.1,21.8,"£39,923"
351,2008,145560,Primary,10,9,2,9.8,6.4,1.5,20.4,"£37,135"
351,2009,144593,Primary,10,7,2,9,6.2,1.9,23.6,"£39,604"
351,2010,146308,Primary,NA,NA,NA,NA,NA,NA,0.0,SUPP
351,2012,105290,Primary,11,8,2,10.8,4.5,1.9,23.0,"£41,998"
351,2013,105291,Primary,13,11,5,12,6.8,3.3,21.1,"£41,887"
351,2014,105292,Primary,14,22,3,13,14.3,1.9,23.3,"£40,320"
351,2015,105293,Primary,17,27,2,14.2,14.5,1.7,22.4,"£46,904"
351,2019,105294,Primary,8,10,2,7.7,5.1,1.4,26.4,"£39,734"
351,2020,105295,Primary,12,14,3,8.8,9,1.8,27.7,"£40,215"
351,2025,105296,Primary,11,11,1,8.5,5,1,24.5,"£40,020"
351,2027,105297,Primary,23,18,6,19.9,11.5,4,20.8,"£38,409"
351,2029,105299,Primary,13,22,2,11.2,13.5,1.5,19.2,"£36,105"
351,2030,105300,Primary,9,14,3,8.7,7.9,1.8,23.6,"£40,673"
351,2032,105301,Primary,11,19,2,9.7,7.4,1.8,25.6,"£41,949"
351,2033,144575,Primary,21,22,5,19,14.7,4.2,24.5,"£44,255"
351,2035,105304,Primary,15,18,3,13.2,12,2.2,24.4,"£41,248"
351,2036,105305,Primary,9,9,2,8.4,6.9,1.7,24.6,"£41,542"
351,2037,105306,Primary,20,25,4,18.4,17.3,3,21.7,"£39,578"
351,2038,105307,Primary,23,20,3,19.8,12,2.7,22.0,"£39,895"
351,2039,105308,Primary,16,12,2,14.3,9,1.7,20.4,"£34,119"
351,2041,105310,Primary,12,13,3,10,8,1.4,17.7,"£43,128"
351,2042,105311,Primary,12,14,3,10.7,9.1,1.6,26.1,"£41,185"
351,2045,105313,Primary,14,24,3,12.6,15.4,1.3,24.3,"£39,942"
351,2046,105314,Primary,10,14,2,9.3,9.4,1.3,22.8,"£37,131"
351,2047,144572,Primary,21,27,4,20.5,19.4,3,20.4,"£33,235"
351,2048,105316,Primary,15,17,4,13.1,10.6,2.7,20.1,"£37,760"
351,2050,105317,Primary,14,18,3,10,11.9,2.2,22.7,"£42,614"
351,3006,105321,Primary,11,19,2,10.1,10.9,2,23.3,"£40,459"
351,3009,146156,Primary,17,19,3,14.8,12,2,21.0,"£41,070"
351,3015,105323,Primary,11,12,2,10,8.8,1.7,24.5,"£41,189"
351,3016,105324,Primary,15,11,2,12.2,7.6,1.5,21.5,"£41,534"
351,3017,105325,Primary,10,13,3,9.2,9.1,1.7,25.7,"£44,557"
351,3018,105326,Primary,13,11,2,11.7,7.1,1.3,24.3,"£38,824"
351,3019,105327,Primary,6,1,1,5.2,0.5,0.7,18.3,"£40,508"
351,3022,105329,Primary,15,13,2,13.4,6.9,1.8,22.5,"£36,737"
351,3028,105330,Primary,13,13,2,11.2,10.6,2,27.3,"£43,129"
351,3303,105332,Primary,11,15,3,9,9.1,1.7,25.8,"£41,121"
351,3320,105334,Primary,15,12,3,9.8,7.6,2.5,25.1,"£41,123"
351,3324,105335,Primary,13,10,3,11,7.3,1.7,21.4,"£40,567"
351,3326,105336,Primary,17,17,5,15.2,12.5,3.6,22.0,"£37,864"
351,3328,105337,Primary,10,17,1,8.4,9.4,1,23.8,"£36,287"
351,3330,105338,Primary,7,4,2,5.7,1.9,0.7,17.7,"£43,383"
351,3332,105340,Primary,7,5,1,5.2,2.2,0.9,19.5,"£44,029"
351,3333,144408,Primary,15,13,4,13.4,7.6,3.5,20.0,"£42,860"
351,3334,105342,Primary,12,15,3,10.1,5,1.4,22.5,"£41,499"
351,3335,105343,Primary,14,22,2,9.5,9.5,1.3,23.0,"£38,738"
351,3336,105344,Primary,15,22,2,13.2,8.2,1.9,24.2,"£40,879"
351,3337,105345,Primary,16,15,3,15.7,10.5,2.7,26.1,"£40,854"
351,3341,105347,Primary,20,24,1,16.7,11.4,0.4,19.9,"£37,743"
351,3343,105348,Primary,13,16,2,9.7,9.8,1.4,23.5,"£38,028"
351,3346,105350,Primary,9,23,4,9,11,2.5,25.4,"£39,781"
351,3348,105351,Primary,8,13,1,7.2,9.9,1,25.1,"£40,747"
351,3349,105352,Primary,10,8,2,9.1,5.2,1.7,15.4,"£36,266"
351,3350,105353,Primary,18,32,1,17.8,21.3,0.8,24.7,"£40,378"
351,3351,130327,Primary,13,18,3,11.9,10.6,2.3,23.2,"£35,874"
351,3352,133929,Primary,18,23,2,16.4,15,1.7,19.2,"£37,780"
351,3353,133944,Primary,21,20,6,20.4,15.6,4.5,23.5,"£34,849"
351,4000,143848,Secondary,43,16,18,43,13.2,17.5,17.3,"£38,972"
351,4004,105354,Secondary,65,14,17,59.4,11,14.5,17.3,"£41,885"
351,4005,134195,Secondary,14,4,4,12.4,2.5,2.4,14.1,"£36,902"
351,4007,105355,Secondary,58,12,19,54.7,10.3,17,17.3,"£42,152"
351,4020,146529,Secondary,54,8,20,50.3,7.1,18.6,18.8,"£41,183"
351,4022,105358,Secondary,55,21,18,52.1,17.5,16.6,17.2,"£42,021"
351,4025,105360,Secondary,58,26,25,53.9,17.6,19.7,16.1,"£40,662"
351,4026,105361,Secondary,71,24,22,66.1,18.9,18.2,16.8,"£41,661"
351,4028,105362,Secondary,49,10,25,47,6.8,20.1,17.6,"£39,640"
351,4032,105364,Secondary,35,13,18,33.3,11.9,16,18.0,"£44,933"
351,4603,105365,Secondary,46,21,21,42.8,18.6,17.3,19.4,"£42,354"
351,4606,105366,Secondary,73,17,22,68.2,11.9,17.4,16.5,"£41,164"
351,4607,105367,Secondary,72,18,20,67,13.3,18.4,16.2,"£39,500"
351,5200,105368,Primary,8,7,2,6.9,4.7,1.2,22.2,"£41,628"
351,5201,136661,Primary,39,22,2,32,13.1,1.3,28.2,"£34,296"
352,2001,105387,Primary,12,16,2,12,14.1,1.2,19.5,"£36,225"
352,2002,145439,Primary,39,39,6,35.5,33.5,4.1,19.5,"£37,592"
352,2004,142343,Primary,34,28,7,30.5,21.1,5.5,22.9,"£41,758"
352,2005,137689,Primary,19,21,6,18.6,20.4,4.8,25.0,"£38,300"
352,2006,105389,Primary,24,25,4,21.4,20.6,3.6,22.8,"£40,007"
352,2007,137866,Primary,13,14,3,12.4,13.2,3,19.6,"£34,555"
352,2008,131931,Primary,19,29,2,18.2,23.9,2,22.5,"£37,663"
352,2009,139438,Primary,28,33,6,26,24.1,3.5,18.1,"£38,109"
352,2010,133770,Primary,19,25,8,18.3,21.6,5.7,25.2,"£35,588"
352,2012,138784,Primary,38,31,13,35.9,27.5,9.5,19.7,"£34,260"
352,2013,144913,Primary,30,29,4,26.5,24,3.7,17.0,"£37,910"
352,2014,140052,Primary,11,11,4,10.1,9.9,2.8,20.9,"£46,111"
352,2015,138785,Primary,37,31,6,34.3,29.1,6,20.2,"£36,524"
352,2016,139056,Primary,20,29,3,18,28.8,3,24.0,"£35,961"
352,2017,140314,Primary,37,34,14,32.1,25.7,11.8,23.2,"£40,362"
352,2018,139078,Primary,24,22,4,22.1,17.9,4,20.9,"£36,885"
352,2019,139263,Primary,28,31,7,25.9,27.6,5.1,18.6,"£38,114"
352,2020,139404,Primary,32,37,3,31.2,33.5,3,21.3,"£36,736"
352,2022,139598,Primary,13,15,6,13,13.8,5.9,21.6,"£31,140"
352,2023,139790,Primary,11,12,3,10.9,12,2.6,19.6,"£40,156"
352,2024,140482,Primary,23,19,5,22.6,17.9,4.4,16.0,"£32,998"
352,2025,140661,Primary,22,17,3,21.6,17,3,19.0,"£37,812"
352,2036,140692,Primary,10,14,2,8.7,9.1,0.5,20.6,"£47,646"
352,2037,141689,Primary,23,19,2,21.8,14.3,2,16.9,"£32,606"
352,2038,141966,Primary,11,10,4,9.7,9.8,3,20.1,"£38,004"
352,2039,105397,Primary,23,31,4,21.1,27,3.7,21.7,"£39,707"
352,2040,138653,Primary,26,29,5,25.6,27.6,4.5,22.9,"£31,316"
352,2042,141967,Primary,12,21,5,8.8,15.1,3.6,25.3,"£39,345"
352,2043,142936,Primary,17,12,4,16,11.5,3.1,20.8,"£35,687"
352,2044,143763,Primary,NA,NA,NA,NA,NA,NA,0.0,SUPP
352,2048,105401,Primary,30,31,5,27.4,24.7,3.9,17.0,"£38,172"
352,2057,105403,All through,34,39,7,30.6,30.6,5.9,21.7,"£40,963"
352,2058,105404,Primary,30,49,8,28.4,45.7,6,23.9,"£38,762"
352,2060,105405,Primary,21,21,8,21,19.9,5.9,22.2,"£37,999"
352,2068,105408,Primary,34,31,5,31.7,29.8,5,21.3,"£37,191"
352,2073,140709,Primary,32,29,6,30.5,24.4,6,21.4,"£40,937"
352,2075,105412,Primary,22,22,3,21.6,22,3,20.0,"£35,733"
352,2076,105413,Primary,14,11,3,12.8,9.7,3,18.5,"£38,490"
352,2079,144131,Primary,27,19,4,24.4,16.8,3.6,18.9,"£38,697"
352,2113,140130,Primary,28,28,8,24.9,22.9,4.8,19.7,"£37,794"
352,2129,105422,Primary,38,35,7,35.3,32.6,6.4,19.4,"£35,305"
352,2141,140137,Primary,24,27,7,21.9,23.4,4.9,22.2,"£38,913"
352,2142,105424,Primary,36,38,12,32.1,31.3,7.7,20.3,"£38,331"
352,2161,105426,Primary,28,21,4,23.6,16.4,2.6,19.8,"£37,866"
352,2164,105427,Primary,19,25,5,18.8,23.6,4.2,21.6,"£39,536"
352,2165,105428,Primary,29,28,4,27.4,27.1,4,17.4,"£36,555"
352,2182,142437,Primary,37,41,7,32.1,37.7,6.4,20.2,"£36,745"
352,2184,105432,Primary,25,33,4,22.4,30.6,4,25.8,"£39,436"
352,2186,105434,Primary,13,12,8,11.3,8.4,4.1,20.7,"£40,430"
352,2216,105443,Primary,24,21,6,22.6,17.9,6,19.6,"£38,817"
352,2232,105448,Primary,24,29,4,19.4,27.7,2.4,23.2,"£35,684"
352,2234,105449,Primary,23,26,5,21.7,20.7,3.7,21.4,"£39,184"
352,2247,146227,Primary,11,16,2,11,14.3,1.9,22.2,"£42,292"
352,2249,105452,Primary,24,28,4,23,23.7,4,20.9,"£36,396"
352,2278,105459,Primary,22,23,4,21.6,22.2,4,21.7,"£37,414"
352,2288,105461,Primary,13,17,3,12.5,16.4,3,17.9,"£39,248"
352,2296,105465,Primary,23,23,7,18.4,22.6,4.9,25.0,"£37,335"
352,2298,105467,Primary,31,27,6,27.1,21.1,4.9,19.3,"£39,661"
352,2300,105468,Primary,15,18,1,15,15.7,0.7,20.5,"£38,220"
352,2301,105469,Primary,22,34,3,21,31.2,2.7,21.8,"£38,235"
352,2302,105470,Primary,22,32,7,21.8,29.1,5.5,21.5,"£34,597"
352,2303,105471,Primary,17,16,3,14.9,14.4,2.6,25.6,"£39,911"
352,2305,105472,Primary,28,19,6,25.4,16.9,5.9,17.4,"£35,211"
352,2321,105480,Primary,11,14,2,9.7,13.4,2,23.8,"£44,323"
352,2323,139445,Primary,28,26,6,26.8,25.5,5.8,18.7,"£36,147"
352,2324,105483,Primary,25,19,12,21.9,16.9,8.5,21.5,"£36,157"
352,2325,144128,Primary,20,15,2,18.1,13.6,2,17.9,"£44,411"
352,2326,105485,Primary,31,40,9,27.7,33.9,5.8,19.3,"£35,887"
352,2327,105486,Primary,21,27,3,18.3,25.1,2.4,24.2,"£36,035"
352,2328,130380,Primary,36,36,6,33.5,29.6,4.7,20.6,"£39,191"
352,2329,142501,Primary,26,22,5,23.1,19,4.8,20.1,"£33,894"
352,2330,131030,Primary,35,26,7,31.7,21.8,6.4,20.6,"£38,585"
352,2332,145622,Primary,22,40,5,20.7,36.9,5,34.0,"£34,888"
352,2338,142360,Primary,17,20,4,14.5,17.2,2.9,28.6,"£37,682"
352,2340,131938,Primary,20,28,1,19,25.6,1,25.6,"£37,352"
352,2341,132241,Primary,22,25,4,21.2,24.2,4,25.2,"£38,652"
352,3003,105487,Primary,15,11,4,12.2,8.8,3.1,19.5,"£37,880"
352,3005,105488,Primary,20,20,7,18.3,19.6,4.3,22.4,"£34,414"
352,3011,105490,Primary,16,14,2,14.6,12,2,15.9,"£37,180"
352,3015,105491,Primary,25,20,3,22.9,17.1,3,19.6,"£35,988"
352,3022,105493,Primary,33,38,3,31,33.7,3,21.4,"£36,471"
352,3028,105495,Primary,21,25,5,18.2,24,4.8,24.2,"£37,326"
352,3034,105496,Primary,13,13,2,13,12.8,2,18.7,"£38,900"
352,3039,105498,Primary,18,22,3,16.4,15.5,3,20.9,"£39,281"
352,3040,137601,Primary,36,42,7,34.7,36.4,6.5,19.6,"£34,177"
352,3041,105500,Primary,23,12,3,21,10.4,2.9,22.2,"£37,564"
352,3042,105501,Primary,11,14,4,11,12.6,3,22.1,"£41,064"
352,3043,105502,Primary,25,37,5,23.5,34.2,4,20.6,"£35,837"
352,3044,105503,Primary,29,29,3,25.1,26.9,2.7,18.8,"£38,166"
352,3045,105504,Primary,19,21,3,16.1,19.4,1.8,29.6,"£40,978"
352,3301,105505,Primary,15,13,3,14.5,12.1,3,16.3,"£38,147"
352,3305,142265,Primary,12,12,3,8.8,9.3,2,27.2,"£42,994"
352,3310,105507,Primary,21,25,3,19,22.9,2.3,21.3,"£41,462"
352,3316,105508,Primary,14,7,3,11.9,6.9,3,20.0,"£38,597"
352,3325,105509,Primary,12,12,3,11.6,12,2.9,18.6,"£37,222"
352,3402,105514,Primary,32,27,2,25.8,22.2,2,18.0,"£36,413"
352,3408,105516,Primary,11,8,1,11,8,1,18.2,"£42,179"
352,3415,105519,Primary,10,14,3,8.1,12.1,1.9,31.1,"£38,602"
352,3418,105520,Primary,12,14,3,11,13.6,2.9,19.4,"£39,582"
352,3422,105521,Primary,22,28,1,20.6,26.4,1,21.6,"£36,709"
352,3424,139458,Primary,32,22,6,30.6,20.1,6,22.2,"£34,620"
352,3429,105523,Primary,11,8,2,9.4,7.6,2,25.9,"£33,701"
352,3432,105524,Primary,21,23,6,17.6,19.4,3.8,24.5,"£38,053"
352,3434,105525,Primary,11,10,2,10.2,8.7,1.9,23.3,"£37,065"
352,3439,105526,Primary,20,17,9,18.4,16.6,6.3,19.6,"£35,488"
352,3440,105527,Primary,15,22,5,13,13.4,3.8,18.1,"£39,344"
352,3445,105529,Primary,10,15,3,9.7,14.5,2.2,27.3,"£39,454"
352,3446,105530,Primary,11,12,4,10,9.9,3,24.4,"£42,090"
352,3448,139467,Primary,20,16,2,18.8,13.2,2,18.3,"£38,205"
352,3452,105532,Primary,12,13,2,11.6,12.3,1.8,20.5,"£37,082"
352,3455,105533,Primary,19,17,2,17.1,16.1,2,21.0,"£35,536"
352,3457,105534,Primary,26,14,13,22.9,12,4.6,16.4,"£39,196"
352,3460,105535,Primary,14,14,3,11.7,9.5,2.2,18.1,"£34,349"
352,3464,105536,Primary,13,8,5,12.2,7.9,3.2,19.8,"£36,943"
352,3465,105537,Primary,12,13,1,10,11,0.7,24.3,"£41,990"
352,3469,105539,Primary,13,12,2,10.8,9.8,1.8,19.9,"£41,459"
